Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-2
CGTRNA_RS00825	CGTRNA_RS00825	166458	167423	PrsW family intramembrane metalloprotease	CGTRNA_RS00825 // CGTRNA_RS00820	cg0195
CGTRNA_RS04465	CGTRNA_RS04465	941555	942226	zf-HC2 domain-containing protein	CGTRNA_RS04470 // CGTRNA_RS04465 // CGTRNA_RS04460	cg1011
CGTRNA_RS06250	CGTRNA_RS06250	1316523	1317554	6-phosphofructokinase	CGTRNA_RS06250	cg1409
CGTRNA_RS09845	CGTRNA_RS09845	2093895	2095028	sensor histidine kinase	CGTRNA_RS09845 // CGTRNA_RS09840	cg2201
CGTRNA_RS14875	CGTRNA_RS14875	3172506	3173993	DUF1846 domain-containing protein	CGTRNA_RS14875	cg3325
CGTRNA_RS11580	CGTRNA_RS11580	2473409	2474326	aldo/keto reductase	CGTRNA_RS11580	cg2591
CGTRNA_RS07525	CGTRNA_RS07525	1583324	1583584	HigA family addiction module antidote protein	CGTRNA_RS07525	cg1695
CGTRNA_RS11585	CGTRNA_RS11585	2474412	2475035	hypothetical protein	CGTRNA_RS11585	cg2592
arsC	CGTRNA_RS05475	1142366	1142713	arsenate reductase (glutaredoxin)	arsC // CGTRNA_RS05470 // CGTRNA_RS05465	cg1244
CGTRNA_RS12675	CGTRNA_RS12675	2695953	2696026	tRNA-Asp	CGTRNA_RS12675 // CGTRNA_RS12670	tRNA_3582
CGTRNA_RS07465	CGTRNA_RS07465	1568581	1571370	RNA helicase	tatA // tatC // CGTRNA_RS07465	cg1683
CGTRNA_RS07985	CGTRNA_RS07985	1691334	1691813	6,7-dimethyl-8-ribityllumazine synthase	rpe // ribD // CGTRNA_RS07995 // CGTRNA_RS07990 // CGTRNA_RS07985	cg1797
CGTRNA_RS02690	CGTRNA_RS02690	548183	548989	ECF transporter S component	CGTRNA_RS02700 // CGTRNA_RS02695 // CGTRNA_RS02690	cg0621
dps	CGTRNA_RS14880	3174564	3175061	DNA starvation/stationary phase protection protein Dps	dps	cg3327
CGTRNA_RS11590	CGTRNA_RS11590	2475212	2475484	hypothetical protein	CGTRNA_RS11590	cg2593
CGTRNA_RS06585	CGTRNA_RS06585	1384309	1385319	NUDIX hydrolase	CGTRNA_RS06585	cg1490
rplD	CGTRNA_RS02585	534089	534745	50S ribosomal protein L4	rpsQ // CGTRNA_RS02620 // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ	cg0596
CGTRNA_RS02660	CGTRNA_RS02660	542086	542895	aldo/keto reductase	CGTRNA_RS02675 // fdhD // CGTRNA_RS02665 // CGTRNA_RS02660	cg0612
CGTRNA_RS09635	CGTRNA_RS09635	2043341	2046220	DNA translocase FtsK	CGTRNA_RS09635	cg2158
rpmA	CGTRNA_RS11595	2475657	2475923	50S ribosomal protein L27	rpmA	cg2594
CGTRNA_RS07925	CGTRNA_RS07925	1675587	1676735	ornithine cyclodeaminase	CGTRNA_RS07930 // CGTRNA_RS07925 // CGTRNA_RS07920	cg1784
ccsB	CGTRNA_RS02260	467647	468660	c-type cytochrome biogenesis protein CcsB	ccsB	cg0524
CGTRNA_RS14885	CGTRNA_RS14885	3175213	3176022	Fpg/Nei family DNA glycosylase	CGTRNA_RS14885	cg3328
rplU	CGTRNA_RS11600	2475973	2476278	50S ribosomal protein L21	rplU	cg2595
CGTRNA_RS03270	CGTRNA_RS03270	665584	666408	DUF3500 domain-containing protein	CGTRNA_RS03270	cg0753
CGTRNA_RS11605	CGTRNA_RS11605	2476504	2479569	translation initiation factor IF-2 N-terminal domain-containing protein	CGTRNA_RS11605	cg2597
CGTRNA_RS09230	CGTRNA_RS09230	1961840	1962586	hypothetical protein	CGTRNA_RS15675 // CGTRNA_RS09230	cg2068
CGTRNA_RS06105	CGTRNA_RS06105	1284792	1285937	LLM class flavin-dependent oxidoreductase	CGTRNA_RS06105	cg1376
CGTRNA_RS08460	CGTRNA_RS08460	1791052	1791243	hypothetical protein	CGTRNA_RS08460 // CGTRNA_RS08455	cg1899
CGTRNA_RS03855	CGTRNA_RS03855	810759	810986	DUF3107 domain-containing protein	CGTRNA_RS03890 // CGTRNA_RS03885 // CGTRNA_RS03880 // CGTRNA_RS03875 // CGTRNA_RS03870 // CGTRNA_RS03865 // CGTRNA_RS03860 // CGTRNA_RS03855	cg0882
CGTRNA_RS08545	CGTRNA_RS08545	1805102	1805368	hypothetical protein	CGTRNA_RS08545	cg1919
CGTRNA_RS11610	CGTRNA_RS11610	2479782	2480519	hypothetical protein	CGTRNA_RS11610	cg2598
CGTRNA_RS14890	CGTRNA_RS14890	3176259	3177410	RtcB family protein	CGTRNA_RS14890	cg3329
CGTRNA_RS01290	CGTRNA_RS01290	258552	260879	DNA polymerase III subunit gamma and tau	CGTRNA_RS01290 // CGTRNA_RS01285 // CGTRNA_RS01280	cg0296
CGTRNA_RS04470	CGTRNA_RS04470	942237	943397	alpha-amylase family protein	CGTRNA_RS04470 // CGTRNA_RS04465 // CGTRNA_RS04460	cg1012
CGTRNA_RS08495	CGTRNA_RS08495	1797063	1797656	flavoprotein	CGTRNA_RS08500 // CGTRNA_RS08495 // CGTRNA_RS08490 // CGTRNA_RS08485	cg1907
CGTRNA_RS07030	CGTRNA_RS07030	1477150	1477764	hypothetical protein	CGTRNA_RS07030 // CGTRNA_RS07025 // CGTRNA_RS07020	cg1591
CGTRNA_RS06665	CGTRNA_RS06665	1400021	1401001	DUF368 domain-containing protein	CGTRNA_RS06665	cg1506
CGTRNA_RS14895	CGTRNA_RS14895	3177472	3178038	YdcF family protein	CGTRNA_RS14895	cg3330
CGTRNA_RS11615	CGTRNA_RS11615	2480598	2481182	pirin family protein	CGTRNA_RS11615	cg2599
ruvA	CGTRNA_RS08310	1763986	1764606	Holliday junction branch migration protein RuvA	ruvC // ruvA // ruvB	cg1870
CGTRNA_RS11620	CGTRNA_RS11620	2481196	2482506	ISL3-like element IS31831 family transposase	CGTRNA_RS11620	cg2600
CGTRNA_RS02885	CGTRNA_RS02885	584317	585624	class I SAM-dependent methyltransferase	CGTRNA_RS02885	cg0663
CGTRNA_RS05485	CGTRNA_RS05485	1143944	1144483	DUF402 domain-containing protein	CGTRNA_RS05490 // CGTRNA_RS05485	cg1246
CGTRNA_RS14900	CGTRNA_RS14900	3178035	3178511	methylated-DNA--[protein]-cysteine S-methyltransferase	CGTRNA_RS14905 // CGTRNA_RS14900	cg3331
CGTRNA_RS09640	CGTRNA_RS09640	2046439	2047074	TIGR03085 family protein	CGTRNA_RS09640	cg2159
CGTRNA_RS11625	CGTRNA_RS11625	2482638	2483102	pirin family protein	CGTRNA_RS11630 // CGTRNA_RS11625	cg2601
CGTRNA_RS05690	CGTRNA_RS05690	1187293	1188510	MFS transporter	CGTRNA_RS05695 // CGTRNA_RS05690	cg1288
CGTRNA_RS14905	CGTRNA_RS14905	3178526	3179527	zinc-binding alcohol dehydrogenase family protein	CGTRNA_RS14905 // CGTRNA_RS14900	cg3332
CGTRNA_RS11630	CGTRNA_RS11630	2483103	2483555	carboxymuconolactone decarboxylase family protein	CGTRNA_RS11630 // CGTRNA_RS11625	cg2602
CGTRNA_RS03275	CGTRNA_RS03275	666641	667774	homoserine O-acetyltransferase	CGTRNA_RS03280 // CGTRNA_RS03275	cg0754
CGTRNA_RS07215	CGTRNA_RS07215	1516872	1517261	YchJ family protein	CGTRNA_RS07220 // CGTRNA_RS07215	cg1626
ndk	CGTRNA_RS11635	2483622	2484032	nucleoside-diphosphate kinase	ndk	cg2603
CGTRNA_RS08950	CGTRNA_RS08950	1900702	1901280	DUF456 domain-containing protein	CGTRNA_RS08955 // CGTRNA_RS08950	cg2010
CGTRNA_RS05490	CGTRNA_RS05490	1144491	1145207	hypothetical protein	CGTRNA_RS05490 // CGTRNA_RS05485	cg1247
miaA	CGTRNA_RS09515	2022730	2023635	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	CGTRNA_RS09520 // miaA // CGTRNA_RS09510	cg2130
CGTRNA_RS03860	CGTRNA_RS03860	811022	811870	DUF3152 domain-containing protein	CGTRNA_RS03890 // CGTRNA_RS03885 // CGTRNA_RS03880 // CGTRNA_RS03875 // CGTRNA_RS03870 // CGTRNA_RS03865 // CGTRNA_RS03860 // CGTRNA_RS03855	cg0883
CGTRNA_RS06025	CGTRNA_RS06025	1272720	1273169	hypothetical protein	CGTRNA_RS06025	cg1360
CGTRNA_RS14910	CGTRNA_RS14910	3180156	3181334	MFS transporter	CGTRNA_RS14910	cg3334
CGTRNA_RS11640	CGTRNA_RS11640	2484082	2484402	hypothetical protein	CGTRNA_RS11640	cg2604
CGTRNA_RS00830	CGTRNA_RS00830	167835	168596	GntR family transcriptional regulator	CGTRNA_RS00830	cg0196
CGTRNA_RS12070	CGTRNA_RS12070	2572697	2572770	tRNA-Arg	CGTRNA_RS12070	tRNA_3575
CGTRNA_RS04475	CGTRNA_RS04475	943847	945409	phospholipid carrier-dependent glycosyltransferase	CGTRNA_RS04475	cg1014
CGTRNA_RS11645	CGTRNA_RS11645	2484479	2484823	N-acetyltransferase	CGTRNA_RS11645	cg2605
CGTRNA_RS07680	CGTRNA_RS07680	1618006	1618770	VTT domain-containing protein	CGTRNA_RS07680	cg1727
CGTRNA_RS11650	CGTRNA_RS11650	2484827	2485294	SRPBCC family protein	CGTRNA_RS11650	cg2606
CGTRNA_RS14915	CGTRNA_RS14915	3181586	3182764	NADP-dependent malic enzyme	CGTRNA_RS14915	cg3335
CGTRNA_RS12510	CGTRNA_RS12510	2658902	2658974	tRNA-Ala	CGTRNA_RS12510	tRNA_3580
CGTRNA_RS08770	CGTRNA_RS08770	1851546	1851881	hypothetical protein	CGTRNA_RS08770	cg1972
CGTRNA_RS11655	CGTRNA_RS11655	2485365	2485790	DUF4233 domain-containing protein	CGTRNA_RS11665 // CGTRNA_RS11660 // CGTRNA_RS11655	cg2607
CGTRNA_RS07275	CGTRNA_RS07275	1529451	1530797	DEAD/DEAH box helicase	CGTRNA_RS07275	cg1641
CGTRNA_RS14920	CGTRNA_RS14920	3183009	3184493	gluconokinase	CGTRNA_RS14920	cg3336
CGTRNA_RS11660	CGTRNA_RS11660	2485787	2487310	bifunctional folylpolyglutamate synthase/dihydrofolate synthase	CGTRNA_RS11665 // CGTRNA_RS11660 // CGTRNA_RS11655	cg2608
argF	CGTRNA_RS07000	1470032	1470991	ornithine carbamoyltransferase	CGTRNA_RS07005 // argF // CGTRNA_RS06995 // argB // argJ // CGTRNA_RS06980	cg1584
CGTRNA_RS02765	CGTRNA_RS02765	560633	561370	HD domain-containing protein	CGTRNA_RS02785 // CGTRNA_RS02780 // CGTRNA_RS02775 // CGTRNA_RS02770 // CGTRNA_RS02765 // CGTRNA_RS02760	cg0638
CGTRNA_RS09645	CGTRNA_RS09645	2047169	2049325	ribonuclease J	dapA // CGTRNA_RS09645	cg2160
CGTRNA_RS11665	CGTRNA_RS11665	2487310	2490021	valine--tRNA ligase	CGTRNA_RS11665 // CGTRNA_RS11660 // CGTRNA_RS11655	cg2609
CGTRNA_RS07660	CGTRNA_RS07660	1611703	1612314	GNAT family N-acetyltransferase	CGTRNA_RS07660	cg1722
CGTRNA_RS14925	CGTRNA_RS14925	3184550	3185143	VanZ family protein	CGTRNA_RS14925	cg3337
CGTRNA_RS11670	CGTRNA_RS11670	2490071	2491648	ABC transporter substrate-binding protein	CGTRNA_RS11670	cg2610
CGTRNA_RS03280	CGTRNA_RS03280	667918	669231	O-acetylhomoserine/O-acetylserine sulfhydrylase	CGTRNA_RS03280 // CGTRNA_RS03275	cg0755
CGTRNA_RS14930	CGTRNA_RS14930	3185209	3185820	VanZ family protein	CGTRNA_RS14930	cg3338
CGTRNA_RS11675	CGTRNA_RS11675	2491885	2493339	Hsp70 family protein	CGTRNA_RS11675	cg2611
CGTRNA_RS05500	CGTRNA_RS05500	1147565	1149073	ABC transporter family substrate-binding protein	CGTRNA_RS05510 // mshB // CGTRNA_RS05500	cg1249
CGTRNA_RS03865	CGTRNA_RS03865	811878	812639	TIGR02569 family protein	CGTRNA_RS03890 // CGTRNA_RS03885 // CGTRNA_RS03880 // CGTRNA_RS03875 // CGTRNA_RS03870 // CGTRNA_RS03865 // CGTRNA_RS03860 // CGTRNA_RS03855	cg0884
CGTRNA_RS11680	CGTRNA_RS11680	2493340	2493927	TIGR00730 family Rossman fold protein	CGTRNA_RS11685 // CGTRNA_RS11680	cg2612
CGTRNA_RS14935	CGTRNA_RS14935	3185944	3187242	FAD-dependent oxidoreductase	CGTRNA_RS14935	cg3339
ugpC	CGTRNA_RS06940	1455582	1456808	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC // CGTRNA_RS06935	cg1571
rsmI	CGTRNA_RS04480	945457	946305	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI	cg1015
CGTRNA_RS08670	CGTRNA_RS08670	1826647	1827078	hypothetical protein	CGTRNA_RS08670	cg1949
CGTRNA_RS08700	CGTRNA_RS08700	1835618	1836400	hypothetical protein	CGTRNA_RS08700	cg1957
CGTRNA_RS02035	CGTRNA_RS02035	416602	417441	HtaA domain-containing protein	CGTRNA_RS02035 // CGTRNA_RS02030	cg0471
CGTRNA_RS14940	CGTRNA_RS14940	3187239	3188471	FAD-binding oxidoreductase	CGTRNA_RS14940	cg3340
CGTRNA_RS11685	CGTRNA_RS11685	2493938	2494924	malate dehydrogenase	CGTRNA_RS11685 // CGTRNA_RS11680	cg2613
CGTRNA_RS14945	CGTRNA_RS14945	3188562	3190067	hypothetical protein	CGTRNA_RS14945	cg3341
CGTRNA_RS06775	CGTRNA_RS06775	1419363	1420340	helix-turn-helix domain-containing protein	CGTRNA_RS06780 // CGTRNA_RS06775	cg1527
CGTRNA_RS11690	CGTRNA_RS11690	2495237	2496016	TetR family transcriptional regulator	CGTRNA_RS11690	cg2614
CGTRNA_RS14950	CGTRNA_RS14950	3190191	3190523	VWA domain-containing protein	CGTRNA_RS14950	cg3342
CGTRNA_RS00340	CGTRNA_RS00340	63591	64040	tautomerase family protein	CGTRNA_RS00340	cg0081
mshB	CGTRNA_RS05505	1149060	1149932	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha- D-glucopyranoside deacetylase	CGTRNA_RS05510 // mshB // CGTRNA_RS05500	cg1250
CGTRNA_RS14955	CGTRNA_RS14955	3190762	3191085	hypothetical protein	CGTRNA_RS14955	cg3343
CGTRNA_RS11695	CGTRNA_RS11695	2496013	2496591	transcriptional regulator	CGTRNA_RS11695	cg2615
dapA	CGTRNA_RS09650	2049328	2050233	4-hydroxy-tetrahydrodipicolinate synthase	dapA // CGTRNA_RS09645	cg2161
CGTRNA_RS14960	CGTRNA_RS14960	3191301	3191912	malonic semialdehyde reductase	CGTRNA_RS14960	cg3344
CGTRNA_RS14965	CGTRNA_RS14965	3192085	3193011	hypothetical protein	CGTRNA_RS14965	cg3345
CGTRNA_RS11700	CGTRNA_RS11700	2496775	2497905	aromatic ring-hydroxylating dioxygenase subunit alpha	CGTRNA_RS11710 // CGTRNA_RS11705 // CGTRNA_RS11700	cg2616
CGTRNA_RS05695	CGTRNA_RS05695	1188511	1189860	DHA2 family efflux MFS transporter permease subunit	CGTRNA_RS05695 // CGTRNA_RS05690	cg1289
CGTRNA_RS03285	CGTRNA_RS03285	669663	671942	carbon starvation protein A	CGTRNA_RS03290 // CGTRNA_RS03285	cg0756
CGTRNA_RS07220	CGTRNA_RS07220	1517263	1518402	OsmC family protein	CGTRNA_RS07220 // CGTRNA_RS07215	cg1628
CGTRNA_RS14970	CGTRNA_RS14970	3193083	3195941	leucine--tRNA ligase	CGTRNA_RS14970	cg3346
CGTRNA_RS01535	CGTRNA_RS01535	306779	307462	Crp/Fnr family transcriptional regulator	CGTRNA_RS01535	cg0350
CGTRNA_RS05510	CGTRNA_RS05510	1149940	1150353	hypothetical protein	CGTRNA_RS05510 // mshB // CGTRNA_RS05500	cg1251
CGTRNA_RS04235	CGTRNA_RS04235	898701	898773	tRNA-Arg	CGTRNA_RS04235	tRNA_3549
CGTRNA_RS03870	CGTRNA_RS03870	812643	815693	ATP-dependent helicase	CGTRNA_RS03890 // CGTRNA_RS03885 // CGTRNA_RS03880 // CGTRNA_RS03875 // CGTRNA_RS03870 // CGTRNA_RS03865 // CGTRNA_RS03860 // CGTRNA_RS03855	cg0885
CGTRNA_RS09015	CGTRNA_RS09015	1916194	1917705	GIY-YIG nuclease family protein	CGTRNA_RS09015	cg2024
CGTRNA_RS14975	CGTRNA_RS14975	3196030	3196461	YbaN family protein	CGTRNA_RS14975	cg3347
CGTRNA_RS11705	CGTRNA_RS11705	2497909	2498886	oxidoreductase	CGTRNA_RS11710 // CGTRNA_RS11705 // CGTRNA_RS11700	cg2617
iolC	CGTRNA_RS00835	169039	169995	5-dehydro-2-deoxygluconokinase	CGTRNA_RS00870 // CGTRNA_RS00865 // CGTRNA_RS00860 // iolD // iolB // CGTRNA_RS00845 // CGTRNA_RS00840 // iolC	cg0197
CGTRNA_RS01520	CGTRNA_RS01520	304070	305266	acyl-CoA dehydrogenase	CGTRNA_RS01525 // CGTRNA_RS01520 // CGTRNA_RS01515 // CGTRNA_RS01510	cg0346
CGTRNA_RS04485	CGTRNA_RS04485	946465	948252	BCCT family transporter	CGTRNA_RS04485	cg1016
CGTRNA_RS01635	CGTRNA_RS01635	326693	328219	class III adenylate cyclase	CGTRNA_RS01635	cg0375
CGTRNA_RS14980	CGTRNA_RS14980	3196394	3196759	HigA family addiction module antidote protein	CGTRNA_RS14980	cg3348
CGTRNA_RS00170	CGTRNA_RS00170	30697	31680	substrate-binding domain-containing protein	CGTRNA_RS00180 // CGTRNA_RS00175 // CGTRNA_RS00170	cg0044
nagL	CGTRNA_RS14985	3197297	3198022	mycothiol-dependent maleylpyruvate isomerase NagL	CGTRNA_RS14995 // CGTRNA_RS14990 // nagL	cg3349
CGTRNA_RS01735	CGTRNA_RS01735	346959	348020	NAD(P)-dependent alcohol dehydrogenase	CGTRNA_RS01735	cg0400
CGTRNA_RS11710	CGTRNA_RS11710	2498898	2500238	aromatic acid/H+ symport family MFS transporter	CGTRNA_RS11710 // CGTRNA_RS11705 // CGTRNA_RS11700	cg2618
CGTRNA_RS07530	CGTRNA_RS07530	1583737	1584948	MFS transporter	CGTRNA_RS07530	cg1696
CGTRNA_RS14990	CGTRNA_RS14990	3198023	3198862	fumarylacetoacetate hydrolase family protein	CGTRNA_RS14995 // CGTRNA_RS14990 // nagL	cg3350
CGTRNA_RS05515	CGTRNA_RS05515	1150421	1150738	ferredoxin family protein	CGTRNA_RS05520 // CGTRNA_RS05515	cg1252
tatC	CGTRNA_RS07470	1571396	1572340	twin-arginine translocase subunit TatC	tatA // tatC // CGTRNA_RS07465	cg1684
CGTRNA_RS07990	CGTRNA_RS07990	1691825	1693093	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	rpe // ribD // CGTRNA_RS07995 // CGTRNA_RS07990 // CGTRNA_RS07985	cg1798
CGTRNA_RS00140	CGTRNA_RS00140	24295	24732	organic hydroperoxide resistance protein	CGTRNA_RS00140	cg0038
CGTRNA_RS14995	CGTRNA_RS14995	3198868	3199995	cupin domain-containing protein	CGTRNA_RS14995 // CGTRNA_RS14990 // nagL	cg3351
CGTRNA_RS11715	CGTRNA_RS11715	2500224	2501156	AEC family transporter	clpX // CGTRNA_RS11715	cg2619
CGTRNA_RS01465	CGTRNA_RS01465	292594	293502	metallophosphoesterase	CGTRNA_RS01465	cg0334
CGTRNA_RS09655	CGTRNA_RS09655	2050434	2051186	FAD-dependent thymidylate synthase	CGTRNA_RS09660 // CGTRNA_RS09655	cg2162
CGTRNA_RS15000	CGTRNA_RS15000	3200215	3200991	IclR family transcriptional regulator	CGTRNA_RS15000	cg3352
ruvC	CGTRNA_RS08315	1764646	1765311	crossover junction endodeoxyribonuclease RuvC	ruvC // ruvA // ruvB	cg1871
groEL	CGTRNA_RS03010	610660	610992	chaperonin GroEL	groEL // groES	cg0691
CGTRNA_RS07930	CGTRNA_RS07930	1676732	1678090	ammonium transporter	CGTRNA_RS07930 // CGTRNA_RS07925 // CGTRNA_RS07920	cg1785
CGTRNA_RS00695	CGTRNA_RS00695	141815	143530	glycosyltransferase family 39 protein	CGTRNA_RS00695 // CGTRNA_RS00690 // CGTRNA_RS00685	cg0165
clpX	CGTRNA_RS11720	2501157	2502437	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX // CGTRNA_RS11715	cg2620
CGTRNA_RS03290	CGTRNA_RS03290	671946	672149	YbdD/YjiX family protein	CGTRNA_RS03290 // CGTRNA_RS03285	cg0757
CGTRNA_RS15005	CGTRNA_RS15005	3201089	3202390	aromatic acid/H+ symport family MFS transporter	CGTRNA_RS15010 // CGTRNA_RS15005	cg3353
CGTRNA_RS09245	CGTRNA_RS09245	1964653	1965342	hypothetical protein	CGTRNA_RS09245	cg2071
CGTRNA_RS05520	CGTRNA_RS05520	1150747	1151850	succinyldiaminopimelate transaminase	CGTRNA_RS05520 // CGTRNA_RS05515	cg1253
CGTRNA_RS03875	CGTRNA_RS03875	815686	818898	ATP-dependent helicase	CGTRNA_RS03890 // CGTRNA_RS03885 // CGTRNA_RS03880 // CGTRNA_RS03875 // CGTRNA_RS03870 // CGTRNA_RS03865 // CGTRNA_RS03860 // CGTRNA_RS03855	cg0886
CGTRNA_RS08550	CGTRNA_RS08550	1805606	1806073	hypothetical protein	CGTRNA_RS08555 // CGTRNA_RS08550	cg1920
CGTRNA_RS11725	CGTRNA_RS11725	2502567	2503655	lipase	CGTRNA_RS11725	cg2621
CGTRNA_RS04490	CGTRNA_RS04490	948309	950141	methionine--tRNA ligase	CGTRNA_RS04490	cg1017
CGTRNA_RS08765	CGTRNA_RS08765	1851253	1851441	hypothetical protein	CGTRNA_RS08765 // CGTRNA_RS08760 // CGTRNA_RS08755 // CGTRNA_RS08750 // CGTRNA_RS08745	cg1971
CGTRNA_RS01940	CGTRNA_RS01940	396741	396935	hypothetical protein	CGTRNA_RS01935 // CGTRNA_RS01940 // CGTRNA_RS01930 // CGTRNA_RS01925 // CGTRNA_RS01920	cg4001
CGTRNA_RS15010	CGTRNA_RS15010	3202427	3203755	3-hydroxybenzoate 6-hydroxylase	CGTRNA_RS15010 // CGTRNA_RS15005	cg3354
CGTRNA_RS00465	CGTRNA_RS00465	90459	90974	winged helix-turn-helix transcriptional regulator	CGTRNA_RS00465	cg0112
CGTRNA_RS11730	CGTRNA_RS11730	2503642	2504277	CoA transferase subunit B	CGTRNA_RS11735 // CGTRNA_RS11730	cg2622
CGTRNA_RS00430	CGTRNA_RS00430	85096	85404	hypothetical protein	CGTRNA_RS00430	cg0105
CGTRNA_RS15015	CGTRNA_RS15015	3204359	3205597	dicarboxylate/amino acid:cation symporter	CGTRNA_RS15015	cg3356
CGTRNA_RS05525	CGTRNA_RS05525	1151990	1152499	GtrA family protein	CGTRNA_RS05525	cg1254
CGTRNA_RS11735	CGTRNA_RS11735	2504277	2505020	CoA transferase subunit A	CGTRNA_RS11735 // CGTRNA_RS11730	cg2623
ybaK	CGTRNA_RS01910	390213	390734	Cys-tRNA(Pro) deacylase	ybaK // CGTRNA_RS01905	cg0443
CGTRNA_RS09660	CGTRNA_RS09660	2051238	2051984	4-hydroxy-tetrahydrodipicolinate reductase	CGTRNA_RS09660 // CGTRNA_RS09655	cg2163
CGTRNA_RS15020	CGTRNA_RS15020	3205904	3206416	SdpI family protein	CGTRNA_RS15020	cg3357
CGTRNA_RS11740	CGTRNA_RS11740	2505094	2505861	helix-turn-helix domain-containing protein	CGTRNA_RS11755 // pcaD // CGTRNA_RS11745 // CGTRNA_RS11740	cg2624
metE	CGTRNA_RS05700	1189853	1192090	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	metE	cg1290
CGTRNA_RS03295	CGTRNA_RS03295	672615	674129	MmgE/PrpD family protein	CGTRNA_RS03305 // prpB // CGTRNA_RS03295	cg0759
CGTRNA_RS00070	CGTRNA_RS00070	14851	14927	tRNA-Ile	CGTRNA_RS00075 // CGTRNA_RS00070	tRNA_3528
secA2	CGTRNA_RS07225	1518637	1520928	accessory Sec system translocase SecA2	secA2	cg1629
trpL	CGTRNA_RS16245	3206459	3206512	trp operon leader peptide	trpL	
CGTRNA_RS08955	CGTRNA_RS08955	1901273	1902247	hypothetical protein	CGTRNA_RS08955 // CGTRNA_RS08950	cg2011
CGTRNA_RS05530	CGTRNA_RS05530	1152675	1153841	HNH endonuclease	CGTRNA_RS05530	cg1255
CGTRNA_RS03880	CGTRNA_RS03880	818938	819999	potassium channel family protein	CGTRNA_RS03890 // CGTRNA_RS03885 // CGTRNA_RS03880 // CGTRNA_RS03875 // CGTRNA_RS03870 // CGTRNA_RS03865 // CGTRNA_RS03860 // CGTRNA_RS03855	cg0887
CGTRNA_RS00840	CGTRNA_RS00840	170045	170920	hypothetical protein	CGTRNA_RS00870 // CGTRNA_RS00865 // CGTRNA_RS00860 // iolD // iolB // CGTRNA_RS00845 // CGTRNA_RS00840 // iolC	cg0198
CGTRNA_RS11745	CGTRNA_RS11745	2505877	2507103	acetyl-CoA C-acetyltransferase	CGTRNA_RS11755 // pcaD // CGTRNA_RS11745 // CGTRNA_RS11740	cg2625
CGTRNA_RS04495	CGTRNA_RS04495	950260	952311	ATP-dependent DNA helicase RecQ	CGTRNA_RS04495	cg1018
CGTRNA_RS12080	CGTRNA_RS12080	2574634	2574706	tRNA-His	CGTRNA_RS12080 // CGTRNA_RS12075	tRNA_3576
atpB	CGTRNA_RS06035	1273808	1274620	F0F1 ATP synthase subunit A	CGTRNA_RS06070 // atpD // CGTRNA_RS06060 // CGTRNA_RS06055 // CGTRNA_RS06050 // CGTRNA_RS06045 // CGTRNA_RS06040 // atpB	cg1362
CGTRNA_RS09665	CGTRNA_RS09665	2052165	2052866	hypothetical protein	CGTRNA_RS09665	cg2165
CGTRNA_RS15030	CGTRNA_RS15030	3206711	3208267	anthranilate synthase component 1	trpA // trpB // trpCF // trpD // CGTRNA_RS15035 // CGTRNA_RS15030	cg3359
CGTRNA_RS07685	CGTRNA_RS07685	1618865	1619464	hypothetical protein	CGTRNA_RS07685	cg1728
pcaD	CGTRNA_RS11750	2507106	2507861	3-oxoadipate enol-lactonase	CGTRNA_RS11755 // pcaD // CGTRNA_RS11745 // CGTRNA_RS11740	cg2626
CGTRNA_RS09680	CGTRNA_RS09680	2055926	2056876	nucleoside hydrolase	CGTRNA_RS09680	cg2168
CGTRNA_RS15035	CGTRNA_RS15035	3208264	3208890	anthranilate synthase component II	trpA // trpB // trpCF // trpD // CGTRNA_RS15035 // CGTRNA_RS15030	cg3360
dapD	CGTRNA_RS05535	1153838	1154731	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	CGTRNA_RS05545 // aroP // dapD	cg1256
trpD	CGTRNA_RS15040	3208910	3209956	anthranilate phosphoribosyltransferase	trpA // trpB // trpCF // trpD // CGTRNA_RS15035 // CGTRNA_RS15030	cg3361
CGTRNA_RS11755	CGTRNA_RS11755	2507872	2509935	LuxR family transcriptional regulator	CGTRNA_RS11755 // pcaD // CGTRNA_RS11745 // CGTRNA_RS11740	cg2627
CGTRNA_RS07005	CGTRNA_RS07005	1470995	1471510	arginine repressor	CGTRNA_RS07005 // argF // CGTRNA_RS06995 // argB // argJ // CGTRNA_RS06980	cg1585
CGTRNA_RS09670	CGTRNA_RS09670	2052979	2055240	polyribonucleotide nucleotidyltransferase	CGTRNA_RS09670	cg2166
